Activity_Date,Distance_km,Elevation_Gain_ft,Time_min,Age,Days_Since_Last_Activity
2019-03-05,4.93,157.48,27.38,34,2
2019-03-09,23.88,899.25,125.7,34,4
2019-03-12,6.97,229.66,37.25,34,3
2019-03-13,10.51,469.16,57.57,34,1
2019-03-14,12.6,892.39,70.67,34,1
2019-03-16,23.45,820.21,132.57,34,2
2019-03-17,15.64,843.18,93.57,34,1
2019-03-18,5.28,692.26,37.18,34,1
2019-03-19,8.86,387.14,56.58,34,1
2019-03-20,11.63,597.11,62.72,34,1
2019-03-22,13.68,626.64,76.35,34,2
2019-03-23,17.58,1338.5,107.62,34,1
2019-03-23,8.5,75.46,45.92,34,0
2019-03-25,30.45,1769.15,164.98,34,2
2019-03-28,12.9,754.59,67.78,34,3
2019-03-30,17.05,1496.06,105.3,34,2
2019-03-30,5.64,351.05,28.65,34,0
2019-04-01,8.04,305.12,44.18,34,2
2019-04-02,7.37,597.11,41.25,34,1
2019-04-03,12.97,1833.99,84.98,34,1
2019-04-04,9.95,439.63,55.38,34,1
2019-04-05,27.89,3307.09,230.6,34,1
2019-04-07,27.86,1207.35,169.67,34,2
2019-04-09,6.29,423.23,39.27,34,2
2019-04-14,18.29,1519.03,107.58,34,5
2019-04-16,7.55,341.21,43.85,34,2
2019-04-17,6.71,649.61,38.92,34,1
2019-04-18,18.95,1256.56,101.62,34,1
2019-04-19,4.89,337.93,30.02,34,1
2019-04-20,9.41,593.83,57.75,34,1
2019-04-21,5.25,275.59,24.82,34,1
2019-04-24,12.04,856.3,64.9,34,3
2019-04-27,19.58,771,112.3,34,3
2019-05-02,4.61,216.54,25.4,34,5
2019-05-10,5.77,515.09,39.28,34,8
2019-05-12,10.41,643.04,58.42,34,2
2019-05-18,8.04,29.53,42.73,34,6
2019-05-19,8.25,16.4,40.37,34,1
2019-05-24,6.89,328.08,36,34,5
2019-05-30,6.51,351.05,37.63,34,6
2019-05-31,8.07,291.99,40.73,34,1
2019-06-02,1.88,82.02,10.1,34,2
2019-06-04,8.05,626.64,50.02,34,2
2019-06-06,3.26,0,17.1,34,2
2019-06-06,2.72,485.56,19.18,34,0
2019-06-08,9.14,357.61,51.98,34,2
2019-06-08,6.84,521.65,41.93,34,0
2019-06-12,4.83,324.8,24.53,34,4
2019-06-14,12.24,426.51,72.25,34,2
2019-06-15,3.78,147.64,21.23,34,1
2019-06-17,10.04,1299.21,68,34,2
2019-06-19,21.1,741.47,116,34,2
2019-06-22,4.92,472.44,34.22,34,3
2019-06-24,8.91,1246.72,62.52,34,2
2019-06-25,6.71,541.34,44.92,34,1
2019-06-26,9.66,708.66,69.9,34,1
2019-06-28,9.66,816.93,70.82,34,2
2019-07-03,11.64,411.46,57.32,34,5
2019-07-05,11.62,412.24,64.22,34,2
2019-07-06,3.96,183.3,22.08,34,1
2019-07-07,6.76,348.96,34.9,34,1
2019-07-10,5.32,274.64,28.33,34,3
2019-07-10,5.84,492.13,36.17,34,0
2019-07-10,5.09,301.84,27.92,34,0
2019-07-12,1.61,3.28,12.3,34,2
2019-07-12,2.01,36.09,8.95,34,0
2019-07-12,2.02,311.68,12.68,34,0
2019-07-13,7.02,1742.13,72.42,34,1
2019-07-14,9.46,872.7,62.48,34,1
2019-07-17,14.49,1236.88,90.35,34,3
2019-07-18,11.3,321.52,59.15,34,1
2019-07-20,21.73,734.91,121.95,34,2
2019-07-22,11.71,314.96,60,34,2
2019-07-23,1.8,6.56,13.87,34,1
2019-07-23,2.79,469.16,19.67,34,0
2019-07-24,7.34,429.79,41.97,34,1
2019-07-26,10.21,288.71,55.45,34,2
2019-07-28,12.1,816.93,66.68,34,2
2019-07-30,4.85,259.19,27.3,34,2
2019-08-01,13.52,492.13,72.58,34,2
2019-08-02,9.94,364.17,51.75,34,1
2019-08-04,14.97,744.75,87.5,34,2
2019-08-05,5.34,111.55,28.32,34,1
2019-08-06,9.21,419.95,48.47,34,1
2019-08-08,12.94,1299.21,69.03,34,2
2019-08-09,16.65,216.54,87.2,34,1
2019-08-11,11.54,62.34,57.85,34,2
2019-08-13,12.28,328.08,60.12,34,2
2019-08-15,7.09,426.51,40.57,34,2
2019-08-17,21.18,1364.83,126.07,34,2
2019-08-18,9.66,413.39,53.93,34,1
2019-08-20,6.92,301.84,36.2,34,2
2019-08-22,14.97,1410.76,92.97,34,2
2019-08-23,13.37,406.82,66.22,34,1
2019-08-26,11.45,347.77,54.98,34,3
2019-08-27,10.63,288.71,53.8,34,1
2019-08-29,11.64,226.38,62.8,34,2
2019-08-31,14.4,383.86,77.4,34,2
2019-09-03,12.88,344.49,62.48,34,3
2019-09-04,3.91,557.74,33.42,34,1
2019-09-06,7.25,393.7,40.4,34,2
2019-09-07,25.64,928.48,139.85,34,1
2019-09-09,9.07,364.17,48.75,34,2
2019-09-11,13.52,337.93,65.18,34,2
2019-09-14,11.62,187.01,55.5,34,3
2019-09-17,7.17,603.67,44.05,34,3
2019-09-18,13.1,347.77,64,34,1
2019-09-21,4.05,183.73,24.68,34,3
2019-09-22,26.61,2001.31,177.43,34,1
2019-09-24,8.06,328.08,43.75,34,2
2019-09-25,11.41,121.39,51.55,34,1
2019-09-27,8.46,482.28,46.75,34,2
2019-09-29,32.93,1194.23,193.27,34,2
2019-10-02,6.95,275.59,38.43,34,3
2019-10-04,5.17,433.07,29.7,34,2
2019-10-06,9.98,101.71,45.25,34,2
2019-10-06,3.19,52.49,18.32,34,0
2019-10-10,9.66,242.78,48.27,34,4
2019-10-12,10.72,1171.26,68.8,34,2
2019-10-13,9.74,793.96,59.02,34,1
2019-10-13,5.87,203.41,30.57,34,0
2019-10-15,4.84,262.47,25.92,34,2
2019-10-17,10,685.7,53.8,34,2
2019-10-18,7.1,416.67,37.82,34,1
2019-10-20,27.22,1692.91,175.22,34,2
2019-10-22,9.69,410.1,52.5,34,2
2019-10-24,10.02,65.62,45.72,34,2
2019-10-27,12.86,1085.96,75.58,34,3
2019-10-30,7.76,452.76,45.17,34,3
2019-11-02,40.09,3497.38,270.93,34,3
2019-11-07,5.5,154.2,26.68,34,5
2019-11-08,9.87,938.32,60.32,34,1
2019-11-10,7.63,393.7,42.38,34,2
2019-11-12,10.66,367.45,54.47,34,2
2019-11-14,7.99,554.46,46.68,34,2
2019-11-15,11.39,347.77,56.25,34,1
2019-11-17,17.6,738.19,92.75,34,2
2019-11-19,11.2,410.1,59.8,34,2
2019-11-20,7.08,452.76,39.65,34,1
2019-11-22,12.39,423.23,60.77,34,2
2019-11-24,21.11,843.18,113.8,34,2
2019-11-27,10.95,351.05,50.75,34,3
2019-11-27,3.55,321.52,23.5,34,0
2019-11-29,6.33,249.34,34.98,34,2
2019-11-30,12.11,879.27,65.07,34,1
2019-12-03,6.44,318.24,37.35,34,3
2019-12-03,10.91,380.58,56.63,34,0
2019-12-07,3.66,226.38,20.53,34,4
2019-12-07,3.77,144.36,21.95,34,0
2019-12-07,13.04,383.86,62.12,34,0
2019-12-10,9.64,564.3,53.1,34,3
2019-12-15,6.4,183.73,31.62,34,5
2019-12-18,7.45,0,34.3,34,3
2019-12-19,10.15,672.57,55.15,34,1
2019-12-22,8.09,344.49,44.88,34,3
2019-12-25,7.5,652.89,47.78,34,3
2019-12-27,9.78,265.75,52.6,34,2
2019-12-29,6.46,314.96,33.87,34,2
2019-12-31,6.36,187.01,32.4,34,2
2020-01-01,9.53,843.18,63.43,35,1
2020-01-07,3.24,173.88,21.18,35,6
2020-01-16,5.61,9.84,29.8,35,9
2020-01-18,11.51,167.32,60.02,35,2
2020-01-19,4.56,13.12,26.07,35,1
2020-01-24,10.25,662.73,58.42,35,5
2020-01-25,5.7,531.5,36.63,35,1
2020-01-26,17.12,242.78,86.22,35,1
2020-01-28,8.36,200.13,44.48,35,2
2020-02-01,4.74,141.08,36.65,35,4
2020-02-02,11.65,1440.29,89.12,35,1
2020-02-05,7.17,127.95,38.58,35,3
2020-02-06,8.79,656.17,55.52,35,1
2020-02-07,5.07,167.32,28.55,35,1
2020-02-09,9.66,866.14,64.15,35,2
2020-02-11,10.03,377.3,54.98,35,2
2020-02-15,3.53,36.09,20.2,35,4
2020-02-22,5.45,42.65,24.73,35,7
2020-02-28,5.86,160.76,28.4,35,6
2020-03-01,6.79,0,42.67,35,2
2020-03-14,10.67,196.85,59.68,35,13
2020-03-20,7.11,429.79,40.52,35,6
2020-03-29,7.07,590.55,43.75,35,9
2020-04-02,9.69,669.29,57.33,35,4
2020-04-04,11.35,1394.36,77.53,35,2
2020-04-07,7.52,613.52,42.23,35,3
2020-04-09,11.28,318.24,55.37,35,2
2020-04-11,19.33,872.7,116.32,35,2
2020-04-14,11.29,331.36,56.4,35,3
2020-04-16,8.08,784.12,52.1,35,2
2020-04-19,21.19,1000.66,114.5,35,3
2020-04-22,9.68,570.87,53.12,35,3
2020-04-25,22.66,1719.16,137.7,35,3
2020-05-01,6.47,380.58,43.82,35,6
2020-05-02,20.04,1437.01,142.5,35,1
2020-05-04,8.06,193.57,47.35,35,2
2020-05-06,14.47,708.66,76.28,35,2
2020-05-10,13.69,196.85,77.78,35,4
2020-05-13,11.65,426.51,72.83,35,3
2020-05-16,27.3,1190.94,164.62,35,3
2020-05-18,9.75,620.08,56.65,35,2
2020-05-24,12.64,1020.34,88.27,35,6
2020-05-26,11.66,324.13,57.4,35,2
2020-05-27,11.78,683.89,63.55,35,1
2020-05-28,11.3,0,68.3,35,1
2020-05-29,11.31,925.2,70.38,35,1
2020-05-30,12.64,0,74.58,35,1
2020-05-31,22.54,813.65,127.45,35,1
2020-06-01,5.91,816.93,54.43,35,1
2020-06-03,11.43,928.48,71.4,35,2
2020-06-04,12.86,889.11,81.2,35,1
2020-06-05,11.27,324.8,53.63,35,1
2020-06-06,25.76,964.57,151.72,35,1
2020-06-07,4.84,0,30.05,35,1
2020-06-11,10.98,479,58.87,35,4
2020-06-12,9.67,265.75,52.08,35,1
2020-06-12,19.55,278.87,108.7,35,0
2020-06-14,15.87,679.13,84.17,35,2
2020-06-17,10.76,377.3,57.9,35,3
2020-06-19,38.64,6108.92,347.55,35,2
2020-06-20,5.11,144.36,30.28,35,1
2020-06-22,10.56,826.77,64.45,35,2
2020-06-25,5.32,400.26,29.77,35,3
2020-06-26,5.83,298.56,29.28,35,1
2020-06-26,10.07,793.96,60.78,35,0
2020-06-30,11.28,305.12,53.88,35,4
2020-07-01,12.99,777.56,73.93,35,1
2020-07-02,3.01,0,10.02,35,1
2020-07-03,7.38,137.8,42.62,35,1
2020-07-05,16.12,187.01,82.27,35,2
2020-07-06,8.26,203.41,49.72,35,1
2020-07-08,9.73,259.19,52.63,35,2
2020-07-10,20.99,1410.76,138.53,35,2
2020-07-11,11.92,173.88,72.05,35,1
2020-07-12,18.52,229.66,106.45,35,1
2020-07-14,9.84,436.35,54.13,35,2
2020-07-15,11.22,305.12,55.82,35,1
2020-07-17,8.05,206.69,41.2,35,2
2020-07-17,17.59,262.47,96.8,35,0
2020-07-19,41.58,2956.04,346.58,35,2
2020-07-22,6.45,144.36,38.4,35,3
2020-07-23,3.3,91.86,23.82,35,1
2020-07-24,9.66,252.62,57.28,35,1
2020-07-25,4.22,327.47,18.42,35,1
2020-07-25,15.89,1873.36,109.95,35,0
2020-07-26,24.9,1260.73,150.95,35,1
2020-07-29,6.43,167.32,31.42,35,3
2020-07-29,13.62,790.68,84.53,35,0
2020-07-31,4.89,127.95,26.03,35,2
2020-08-01,29.69,892.39,161.72,35,1
2020-08-03,6.53,0,38.9,35,2
2020-08-04,11.24,347.11,54.17,35,1
2020-08-07,8.17,515.09,47.42,35,3
2020-08-08,14.44,239.5,82.77,35,1
2020-08-10,17.38,1354.99,107.38,35,2
2020-08-12,10.64,567.59,55.03,35,2
2020-08-14,5.17,301.84,33.68,35,2
2020-08-14,8.42,734.91,47.4,35,0
2020-08-16,12.31,1076.12,79.75,35,2
2020-08-17,5.87,164.04,29.55,35,1
2020-08-19,13.36,203.41,75.33,35,2
2020-08-20,5.14,524.93,43.37,35,1
2020-08-21,14.49,547.9,73.72,35,1
2020-08-23,22.14,695.6,129.27,35,2
2020-08-23,14.86,1230.32,90.93,35,0
2020-08-25,19.17,662.73,105.48,35,2
2020-08-27,15.36,1407.48,96.13,35,2
2020-08-28,12.92,436.35,70.32,35,1
2020-08-29,23.54,2402.94,155.1,35,1
2020-09-01,10.98,321.52,64.78,35,3
2020-09-02,8.07,597.11,50.68,35,1
2020-09-04,8.06,209.97,41.85,35,2
2020-09-05,18.07,688.98,111.37,35,1
2020-09-12,83.21,11800.93,800.55,35,7
2020-09-19,8.39,643.04,58.93,35,7
2020-09-22,3.25,127.95,16.43,35,3
2020-09-25,7.95,429.79,41.62,35,3
2020-09-26,1.84,59.06,9,35,1
2020-09-26,11.21,869.5,62.22,35,0
2020-09-27,5.09,131.23,27.48,35,1
2020-09-30,8.58,629.92,55.4,35,3
2020-10-01,6.4,291.99,34.43,35,1
2020-10-01,3.17,111.55,17.28,35,0
2020-10-03,16.6,1253.28,108.27,35,2
2020-10-04,4.39,449.48,31.25,35,1
2020-10-05,3.06,200.13,18.23,35,1
2020-10-05,3.65,134.51,20.53,35,0
2020-10-06,11.9,127.95,57.65,35,1
2020-10-08,8.24,196.85,40.68,35,2
2020-10-09,3.58,137.8,21.08,35,1
2020-10-09,3.23,196.85,18.23,35,0
2020-10-11,21.54,898.95,124.52,35,2
2020-10-13,10.07,200.13,49.57,35,2
2020-10-15,7.82,643.04,50.73,35,2
2020-10-17,10,446.19,53.12,35,2
2020-10-22,6.99,318.24,38.73,35,5
2020-10-26,3.33,200.13,18.07,35,4
2020-10-28,5.01,528.22,34.75,35,2
2020-10-28,4.1,134.51,19.23,35,0
2020-10-30,10.27,810.37,57.72,35,2
2020-11-01,23.76,2047.24,153.08,35,2
2020-11-03,8.52,216.54,41.08,35,2
2020-11-06,7.8,367.45,40.25,35,3
2020-11-08,8.56,0,33.53,35,2
2020-11-09,6.55,0,39.05,35,1
2020-11-11,8.03,0,49.52,35,2
2020-11-11,10.83,501.97,60.03,35,0
2020-11-15,5.54,0,37.35,35,4
2020-11-17,42.68,3769.69,329.15,35,2
2020-11-21,2.99,0,22.37,35,4
2020-11-23,6.4,150.92,29.72,35,2
2020-11-25,8.71,0,44.42,35,2
2020-11-26,5.05,429.79,29.82,35,1
2020-11-28,4.38,0,26.13,35,2
2020-11-30,8.62,501.97,44.98,35,2
2020-12-02,8.05,236.22,39.08,35,2
2020-12-03,6.44,177.17,32.1,35,1
2020-12-04,3.61,137.8,20.42,35,1
2020-12-04,3.11,226.38,18.3,35,0
2020-12-05,2.94,0,18.08,35,1
2020-12-07,3.49,0,22.03,35,2
2020-12-07,11.94,843.18,66.15,35,0
2020-12-08,6.44,180.45,30.95,35,1
2020-12-09,11.35,59.06,51.77,35,1
2020-12-11,2.96,0,19.17,35,2
2020-12-11,9.21,646.33,55.2,35,0
2020-12-13,14.52,203.41,82,35,2
2020-12-16,2.52,0,24.33,35,3
2020-12-17,2.84,0,18.78,35,1
2020-12-17,9.8,239.5,46.48,35,0
2020-12-19,7.84,351.05,41.07,35,2
2020-12-19,3.09,0,18.85,35,0
2020-12-20,14.45,200.13,77.73,35,1
2020-12-22,5.89,160.76,28.6,35,2
2020-12-30,6.14,180.45,28.82,35,8
2021-01-01,9.68,859.58,57.08,36,2
2021-01-03,4.32,0,28.05,36,2
2021-01-03,10.83,236.22,51.27,36,0
2021-01-03,2.38,118.11,12.92,36,0
2021-01-05,3.16,0,19.18,36,2
2021-01-05,7.56,429.79,42.28,36,0
2021-01-07,4.95,0,28.83,36,2
2021-01-07,5.69,164.04,27.87,36,0
2021-01-09,14.5,252.62,77.52,36,2
2021-01-10,17.41,839.9,94.75,36,1
