Activity_Date,Distance_km,Elevation_Gain_ft,Time_min,Age,Days_Since_Last_Activity
2014-07-19,9.43,115.485568,43.75,34,0
2014-07-25,9.43,87.270344,41.83333333,34,6
2014-07-27,4.05,103.018376,18.08333333,34,2
2014-08-03,9.4,112.204728,41.68333333,34,7
2014-08-09,9.43,146.981632,41.38333333,34,6
2014-08-10,4.02,96.456696,16.51666667,34,1
2014-08-15,21.08,253.280848,108.7,34,5
2014-08-16,3.92,152.887144,14.36666667,34,1
2014-08-20,9.41,106.299216,40.65,34,4
2014-08-22,9.79,430.446208,42.76666667,34,2
2014-08-23,12.05,150.91864,50.66666667,34,1
2014-08-23,9.89,940.288744,45.26666667,34,0
2014-08-27,9.43,99.081368,48.43333333,34,4
2014-08-29,6.79,131.2336,32.91666667,34,2
2014-08-31,21.11,515.09188,113.65,34,2
2014-09-02,9.41,74.803152,43.16666667,34,2
2014-09-03,8.71,199.475072,36.5,34,1
2014-09-05,6.93,85.958008,30.61666667,34,2
2014-09-07,30.74,997.37536,159.7666667,34,2
2014-09-10,8.9,170.60368,37.83333333,34,3
2014-09-12,9.78,260.498696,45.35,34,2
2014-09-14,21.08,264.435704,98.15,34,2
2014-09-15,10.3,191.601056,48.58333333,34,1
2014-09-17,11.52,316.929144,50.81666667,34,2
2014-09-17,9.41,115.485568,46.58333333,34,0
2014-09-19,10.56,210.629928,47.81666667,34,2
2014-09-21,21.08,488.84516,94.43333333,34,2
2014-09-28,16.1,202.755912,67.36666667,34,7
2014-09-29,9.91,131.889768,48.55,34,1
2014-10-01,6.94,150.91864,34.98333333,34,2
2014-10-01,9.89,150.91864,46.41666667,34,0
2014-10-05,21.09,492.782168,87.31666667,34,4
2014-10-08,11.61,164.042,57.58333333,34,3
2014-10-10,9.9,157.48032,45.3,34,2
2014-10-11,3.25,51.181104,12.55,34,1
2014-10-13,3.25,26.902888,11.96666667,34,2
2014-10-13,8.36,191.601056,37.85,34,0
2014-10-15,11.63,699.475088,54.23333333,34,2
2014-10-18,3.24,53.149608,12.51666667,34,3
2014-10-19,10.21,225.065624,48.1,34,1
2014-10-20,9.9,169.291344,45.3,34,1
2014-10-23,3.35,89.895016,22.7,34,3
2014-10-26,7.97,131.889768,31.41666667,34,3
2014-10-27,8.64,137.79528,40.95,34,1
2014-11-07,10.75,230.314968,51.7,34,11
2014-11-10,22.02,315.616808,118,34,3
2014-11-13,4.15,171.259848,28.36666667,34,3
2014-11-28,10.37,335.301848,53.41666667,34,15
2014-12-01,4.17,213.910768,22.31666667,34,3
2014-12-04,3.88,110.236224,24.6,34,3
2014-12-18,4.31,27.559056,28.95,34,14
2014-12-22,17.29,607.611568,106.9666667,34,4
2014-12-27,6.07,204.068248,56.33333333,34,5
2015-01-12,18.58,482.939648,109.55,35,16
2015-01-19,19.5,514.435712,117.2,35,7
2015-01-26,20.45,543.963272,116.5,35,7
2015-02-07,21.07,620.734928,121.1833333,35,12
2015-02-11,11.27,257.874024,53.78333333,35,4
2015-02-16,21.07,507.874032,114.85,35,5
2015-02-22,25.94,884.514464,149.9,35,6
2015-03-02,23.23,662.72968,136.5333333,35,8
2015-03-08,30.75,940.944912,179.0833333,35,6
2015-03-14,18.83,408.136496,92.58333333,35,6
2015-03-17,19.3,509.186368,99.03333333,35,3
2015-03-19,20.13,477.690304,107.8,35,2
2015-03-21,10,414.698176,43.56666667,35,2
2015-03-22,33.8,1606.955432,189.5666667,35,1
2015-03-26,21.33,488.84516,109.7,35,4
2015-03-29,10.01,625.328104,40.5,35,3
2015-03-30,21.31,509.842536,99.3,35,1
2015-04-04,13.01,528.21524,67.7,35,5
2015-04-06,21.74,543.307104,120.8833333,35,2
2015-04-12,10.02,696.194248,39.41666667,35,6
2015-04-18,15.81,574.147,87.71666667,35,6
2015-04-20,27.11,593.83204,149.6333333,35,2
2015-04-27,15.47,555.774296,84.88333333,35,7
2015-05-03,10.01,318.897648,38.86666667,35,6
2015-05-09,19.48,332.677176,106.3,35,6
2015-05-11,21.2,519.028888,109.5666667,35,2
2015-05-17,33.5,887.139136,170.3333333,35,6
2015-05-19,18.83,511.154872,100.8666667,35,2
2015-05-25,21.14,471.784792,105.6833333,35,6
2015-05-30,22.49,217.847776,114.25,35,5
2015-05-31,21.14,486.876656,104.3833333,35,1
2015-06-05,10,126.640424,39.48333333,35,5
2015-06-06,24.3,516.404216,123.0333333,35,1
2015-06-13,21.09,420.603688,85.03333333,35,7
2015-06-21,16.38,85.958008,89.86666667,35,8
2015-06-22,14.55,113.517064,76.78333333,35,1
2015-06-24,20.94,163.385832,114.7,35,2
2015-06-29,21.18,403.54332,108.4,35,5
2015-07-03,33.06,1755.905568,183.9833333,35,4
2015-07-05,21.16,402.887152,104.05,35,2
2015-07-11,29.52,712.598448,163.2666667,35,6
2015-07-12,21.16,480.314976,105.3,35,1
2015-07-18,31.47,541.994768,178.55,35,6
2015-07-21,21.26,446.19424,101.8833333,35,3
2015-07-25,11.08,633.20212,62.16666667,35,4
2015-08-01,42.75,2026.246784,268.25,35,7
2015-08-11,21.13,469.16012,107.8,35,10
2015-08-16,33.77,876.640448,158.0666667,35,5
2015-08-23,33.68,1821.522368,179.8,35,7
2015-08-30,32.88,1791.994808,169.25,35,7
2015-09-05,21.12,385.170616,87.46666667,35,6
2015-09-07,21.08,473.097128,95.33333333,35,2
2015-09-10,21.09,496.719176,113.8,35,3
2015-09-12,14.15,385.170616,64.03333333,35,2
2015-09-19,21.09,469.816288,101.5166667,35,7
2015-09-27,14.4,406.82416,69.01666667,35,8
