Activity_Date,Distance_km,Elevation_Gain_ft,Time_min,Age,Days_Since_Last_Activity
2019-05-18,12.09,3340.17,93.97,32,6
2019-05-19,17.14,1875.13,144.87,32,1
2019-06-02,6.67,3821.04,74.78,32,14
2019-06-02,16.67,4029.69,131.2,32,0
2019-06-08,12.65,2296.33,97.27,32,6
2019-06-10,8.93,3328.24,88.37,32,2
2019-06-16,14.75,2265.6,146.05,32,6
2019-06-20,8.3,157.43,39.42,32,4
2019-06-22,31.23,5985.46,265.83,32,2
2019-06-26,11.23,3232.72,89.72,32,4
2019-06-29,16.6,4313,171,32,3
2019-06-29,4.74,2814.32,68.15,32,0
2019-07-04,11.64,3296.57,95,32,5
2019-07-13,18.48,3975.43,146.33,32,9
2019-07-21,29.01,4277.21,235.57,32,8
2019-07-27,35.15,6187.68,364.33,32,6
2019-07-28,8.94,2131.88,74.57,32,1
2019-08-02,14.85,1878.97,106.92,32,5
2019-08-04,25.61,2389.56,184.32,32,2
2019-08-17,8.14,304.23,48.73,32,13
2019-08-25,6.4,1135.48,59.22,32,8
2019-09-01,8.97,605.64,94.28,32,7
2019-09-09,6.53,13.12,36.88,32,8
2019-09-18,10.19,1076.12,51.42,32,9
2019-09-25,10.29,1013.78,49.38,32,7
2019-10-02,11.56,1154.86,54.73,32,7
2019-10-05,8.04,1095.8,47.95,32,3
2019-10-06,32.58,10036.09,329.68,32,1
2019-10-09,11.54,1115.49,56.9,32,3
2019-10-12,15.53,4895.01,179.9,32,3
2019-10-13,15.32,3789.37,195.9,32,1
2019-10-16,11.58,1138.45,55.17,32,3
2019-10-20,13.35,1404.2,77.5,32,4
2019-10-26,18.18,4993.44,149.97,32,6
2019-10-27,21.93,7496.72,250.3,32,1
2019-10-30,11.57,1171.26,54.88,32,3
2019-11-06,20.28,2040.68,108.67,32,7
2019-11-13,11.54,889.11,58.33,32,7
2019-11-25,7.7,3234.91,81.97,32,12
2019-11-28,11.74,4711.29,161.25,32,3
2020-01-01,12.9,3291.32,105.42,33,34
2020-01-12,11.92,3896.37,158.13,33,11
2020-02-10,10.62,3202.03,108.98,33,29
2020-02-19,8.29,284.9,42.62,33,9
2020-02-29,17.88,469.57,119.58,33,10
2020-03-04,13.46,455.51,80.52,33,4
2020-03-06,14.02,621.83,87.6,33,2
2020-03-07,18.15,862.77,102.95,33,1
2020-03-10,7.02,139.88,37.4,33,3
2020-03-11,8.36,111.71,45.08,33,1
2020-03-12,4.02,63.39,20.18,33,1
2020-03-12,4.03,221,24.5,33,0
2020-03-14,13.42,450.39,80.17,33,2
2020-03-15,19.51,1955.16,129.77,33,1
2020-03-16,18.74,894.16,126.57,33,1
2020-03-19,6.45,306.35,35.18,33,3
2020-03-20,17.91,731.8,99.85,33,1
2020-03-24,5.39,41.27,27.15,33,4
2020-03-26,6.54,33.66,32.62,33,2
2020-03-29,5.43,41.73,28.63,33,3
2020-03-29,6.01,30.91,30.83,33,0
2020-03-31,6.05,30.97,28.8,33,2
2020-04-02,13.55,784.62,75.08,33,2
2020-04-04,6.05,30.97,31.03,33,2
2020-04-06,14.22,817.68,74.9,33,2
2020-04-07,5.4,51.05,29.7,33,1
2020-04-08,11.36,183.99,57.82,33,1
2020-04-11,4.31,197.86,25.82,33,3
2020-04-11,14.32,821.77,80.6,33,0
2020-04-14,14.65,814.4,76.88,33,3
2020-04-16,16.39,722.23,92.02,33,2
2020-04-22,4.5,11.75,23.55,33,6
2020-04-24,4.75,11.81,26.42,33,2
2020-04-27,10.58,38.12,52.43,33,3
2020-05-01,7.54,514.94,43.23,33,4
2020-05-05,6.8,21.33,32.1,33,4
2020-05-08,21.74,1267.29,127.95,33,3
2020-05-10,10.01,2226.89,123.67,33,2
2020-05-18,8.12,692.72,95.62,33,8
2020-05-19,4.41,9.71,20.85,33,1
2020-05-22,12.32,1399.44,144.53,33,3
2020-05-27,6.02,19.78,31.53,33,5
2020-06-02,8.44,439.5,46.77,33,6
2020-06-06,4.52,9.84,25.35,33,4
2020-06-10,23.68,1097.45,147.37,33,4
2020-06-17,5.02,17.47,27.28,33,7
2020-06-19,5.4,9.78,29.65,33,2
2020-06-20,13.04,3740.16,183.52,33,1
2020-06-21,13.65,857.62,145.77,33,1
2020-06-25,15.04,952.32,94.05,33,4
2020-06-27,28.32,6666.87,295.55,33,2
2020-06-28,6.75,2390.33,90.27,33,1
2020-07-04,2.03,0,11.78,33,6
2020-07-04,8.15,0,49.1,33,0
2020-07-04,13.31,2418.44,157.73,33,0
2020-07-09,10.03,51.51,56.43,33,5
2020-07-09,9.92,46.98,59.42,33,0
2020-07-11,10.04,51.99,58.07,33,2
2020-07-11,21.15,3200.06,247.6,33,0
2020-07-14,10.02,50.79,57.7,33,3
2020-07-15,10.96,112.34,66.47,33,1
2020-07-16,10.04,50.79,59.02,33,1
2020-07-18,10.35,2143.49,284.92,33,2
2020-07-19,22.96,6002.33,268.88,33,1
2020-07-21,10.92,193.34,69.82,33,2
2020-07-23,5.01,19.36,28.98,33,2
2020-07-24,10.03,49.93,55.15,33,1
2020-07-25,77.11,9126.81,1366.82,33,1
2020-07-29,10.07,64.11,53.58,33,4
2020-07-31,10.08,59.38,56,33,2
2020-08-01,29.87,6842.74,355.5,33,1
2020-08-03,10.02,48.55,56.25,33,2
2020-08-05,16.23,702.43,95.37,33,2
2020-08-07,10.03,61.29,53.83,33,2
2020-08-09,58.78,10871.47,1020.12,33,2
2020-08-11,8.94,19.29,50.62,33,2
2020-08-12,10.01,49.94,54.33,33,1
2020-08-15,10.11,106.73,58.73,33,3
2020-08-15,23.64,5032.09,287.33,33,0
2020-08-18,10.08,61.67,59.7,33,3
2020-08-19,5.1,9.84,27.57,33,1
2020-08-19,10.02,58.71,55.97,33,0
2020-08-21,10.01,51.97,55.67,33,2
2020-08-22,12.82,1669.17,147.27,33,1
2020-08-23,39.68,12119.53,504.07,33,1
2020-08-26,5.42,38.48,36.32,33,3
2020-08-27,5.42,38.24,37.03,33,1
2020-08-30,19.5,3474.33,217.4,33,3
2020-09-02,5.45,38.86,32.03,33,3
2020-09-03,10.04,55.33,59.75,33,1
2020-09-04,5.41,37.66,31.97,33,1
2020-09-04,6.01,21.75,36.02,33,0
2020-09-05,14.32,2654.86,180.62,33,1
2020-09-07,43.14,7190.87,429.78,33,2
2020-09-09,10.02,56.97,61.65,33,2
2020-09-11,6.04,21,36.48,33,2
2020-09-11,10.02,56.1,58.1,33,0
2020-09-16,4.57,9.84,24.65,33,5
2020-09-16,10.02,55.17,56.08,33,0
2020-09-17,10.02,54.92,56.48,33,1
2020-09-18,4.53,9.65,24.58,33,1
2020-09-18,10,55.6,55,33,0
2020-09-19,10.02,65.62,54.65,33,1
2020-09-20,10.01,59.38,55.5,33,1
2020-09-20,12.78,2458.99,137.73,33,0
2020-09-21,10.01,63.61,54.33,33,1
2020-09-22,10.13,37.99,57.15,33,1
2020-09-25,10.03,66.21,54.98,33,3
2020-09-26,19.6,4855.65,236.85,33,1
2020-09-27,5.01,2022.24,60.72,33,1
2020-09-29,10.01,63.85,57.53,33,2
2020-09-29,10,63.06,54.87,33,0
2020-10-01,14.93,865.74,93.88,33,2
2020-10-03,5.52,37.6,28.97,33,2
2020-10-03,22.03,2032.24,288.07,33,0
2020-10-04,53.09,11951.34,877.83,33,1
2020-10-08,10.72,152.23,60,33,4
2020-10-09,10.01,64.24,53.12,33,1
2020-10-10,16.19,247.05,92.9,33,1
2020-10-12,5.39,38.39,29.6,33,2
2020-10-12,10.02,74.54,55.1,33,0
2020-10-16,10.01,79.53,56.08,33,4
2020-10-17,36.05,5209.68,414.8,33,1
2020-10-18,18.55,2261.89,194.8,33,1
2020-10-20,10.02,62.59,52.33,33,2
2020-10-20,10.03,65.34,55.07,33,0
2020-10-23,10.02,70.59,55.37,33,3
2020-10-24,5.42,37.96,28.67,33,1
2020-10-24,4.68,49.74,26.42,33,0
2020-10-24,3.02,11.93,17.25,33,0
2020-10-25,18.61,4260.45,186.22,33,1
2020-10-28,5.38,38.06,28.17,33,3
2020-10-29,10.02,62.4,53.63,33,1
2020-10-31,10.03,81.11,54.8,33,2
2020-10-31,12.51,1953.91,159.15,33,0
2020-11-04,10.62,64.83,54.37,33,4
2020-11-04,10.63,63.67,58.18,33,0
2020-11-06,10.03,74,53.45,33,2
2020-11-06,10.74,64.5,54.22,33,0
2020-11-08,10.6,63.78,55.25,33,2
2020-11-08,11.09,1632.35,135.87,33,0
2020-11-10,14.83,528.46,84.47,33,2
2020-11-11,10.02,69.35,54.73,33,1
2020-11-13,4.49,47.51,24.23,33,2
2020-11-14,5.38,37.34,29.65,33,1
2020-11-15,10.65,3166.45,104.32,33,1
2020-11-17,11.17,503.92,62.32,33,2
2020-11-19,13.5,325.54,76.9,33,2
2020-11-19,10.02,84.56,55.43,33,0
2020-11-21,5.01,356.68,51.1,33,2
2020-11-22,3.03,185.68,31.63,33,1
2020-11-22,10.3,870.85,58.93,33,0
2020-11-22,15.86,641.79,171.97,33,0
2020-11-23,8.4,419.27,92.63,33,1
2020-11-23,3.62,104.65,37.23,33,0
2020-11-26,10.25,58.41,54.9,33,3
2020-11-28,4.4,1684.54,55.17,33,2
2020-11-29,17.51,1721.85,266.7,33,1
2020-11-30,10.03,76.4,53.33,33,1
2020-12-01,10.73,65.03,54.43,33,1
2020-12-02,10.22,180.38,57.52,33,1
2020-12-03,14.64,120.14,81.37,33,1
2020-12-05,10.15,112.96,56.9,33,2
2020-12-09,10.18,112.68,56.15,33,4
2020-12-10,10.16,114.7,56.08,33,1
2020-12-10,14.68,121.19,79.72,33,0
2020-12-11,7.28,205.45,39.68,33,1
2020-12-11,10.16,117.16,54.75,33,0
2020-12-13,28.48,1417.63,306,33,2
2020-12-15,13.5,423.25,79.42,33,2
2020-12-15,10.1,110.1,54.72,33,0
2020-12-16,10.15,111.94,52.92,33,1
2020-12-18,10.09,118.24,55.55,33,2
2020-12-18,10.12,112.99,55.13,33,0
2020-12-20,10.12,115.78,55.55,33,2
2020-12-20,10.12,112.41,55.75,33,0
