Activity_Date,Distance_km,Elevation_Gain_ft,Time_min,Age,Days_Since_Last_Activity
2013-12-14,2.59,0,15.68,29,0
2013-12-19,4.45,0,29.58,29,5
2013-12-25,3.24,40.21,24.18,29,6
2013-12-26,4.93,0,36.87,29,1
2013-12-29,3.77,0,28.9,29,3
2014-01-01,4.99,36.94,30.65,30,3
2014-01-02,3.6,33.46,28.78,30,1
2014-01-04,3.81,0,27.08,30,2
2014-01-07,4.48,107.28,33.97,30,3
2014-01-11,3.9,0,28,30,4
2014-01-12,7.87,36.35,59.1,30,1
2014-01-15,2.82,75.98,20.37,30,3
2014-01-21,3.94,0,26.42,30,6
2014-01-23,3.45,0,23.37,30,2
2014-01-25,4.87,45.33,44.37,30,2
2014-01-26,7.69,37.07,55.02,30,1
2014-01-28,4.33,0,25.93,30,2
2014-01-31,3.96,0,25.4,30,3
2014-02-01,6.14,37.86,44.65,30,1
2014-02-04,6.23,0,43.38,30,3
2014-02-05,4.52,112.66,32.43,30,1
2014-02-06,5.15,0,33.83,30,1
2014-02-12,3.83,0,26.87,30,6
2014-02-13,6.03,0,40.77,30,1
2014-02-17,2,100.52,15.12,30,4
2014-02-23,3.75,77.33,27.88,30,6
2014-02-26,2.64,0,17.62,30,3
2014-03-01,5.09,0,35.6,30,3
2014-03-02,10.63,67.59,76.68,30,1
2014-03-04,3.81,0,29.28,30,2
2014-03-06,5.54,0,44.92,30,2
2014-03-09,9.02,68.78,65.12,30,3
2014-03-11,3.9,0,26.9,30,2
2014-03-14,4.09,0,28.8,30,3
2014-03-15,10.14,82.55,57.15,30,1
2014-03-18,6.66,0,43.02,30,3
2014-03-22,3.57,0,22.5,30,4
2014-03-22,5.71,0,37.53,30,0
2014-03-23,12.5,70.73,84.03,30,1
2014-03-25,3.99,0,30.02,30,2
2014-03-29,7.88,38.32,52.63,30,4
2014-03-30,10.79,172.62,74.23,30,1
2014-04-05,8.54,147.59,58.88,30,6
2014-04-06,12.89,35.56,97.6,30,1
2014-04-09,3.78,0,25.77,30,3
2014-04-12,5.82,0,39,30,3
2014-04-13,17.17,125.09,119.42,30,1
2014-04-13,6.14,0,41.87,30,0
2014-04-17,3.79,0,24.6,30,4
2014-04-20,5.28,0,35.78,30,3
2014-04-20,19.14,217.91,127.82,30,0
2014-04-26,22.86,604.92,126.15,30,6
2014-05-06,4.83,0,33.3,30,10
2014-05-07,3.88,35.17,24.88,30,1
2014-05-10,4.84,144.29,33.57,30,3
2014-05-14,4.44,110.41,30.42,30,4
2014-05-15,4.72,0,30.9,30,1
2014-05-17,7.57,0,51.6,30,2
2014-05-18,13.23,103.15,89.97,30,1
2014-05-20,5.27,0,34.93,30,2
2014-05-22,4.48,0,31.37,30,2
2014-05-24,18.99,868.9,62.32,30,2
2014-05-28,6.87,215.73,49.05,30,4
2014-05-31,9.69,36.61,68.2,30,3
2014-06-01,14.65,193.59,95.43,30,1
2014-06-04,3.81,0,26.92,30,3
2014-06-08,9.76,33.2,67.5,30,4
2014-06-08,17.87,271.14,126.88,30,0
2014-06-10,6.68,146.96,45.28,30,2
2014-06-10,7.02,183.35,50.2,30,0
2014-06-11,7.96,83.46,50.73,30,1
2014-06-11,8.25,89.56,53.4,30,0
2014-06-14,6.16,36.48,40.27,30,3
2014-06-14,6.28,33.08,40.92,30,0
2014-06-15,17.46,134.81,118.22,30,1
2014-06-15,7,45.47,46.05,30,0
2014-06-16,4.83,0,22.52,30,1
2014-06-17,3.66,126.64,22.6,30,1
2014-06-23,8.11,0,55.78,30,6
2014-06-25,6.3,0,45,30,2
2014-06-28,5.69,581.89,40.18,30,3
2014-06-30,9.38,33.07,66.32,30,2
2014-06-30,9.5,33.01,68.32,30,0
2014-07-01,3.81,0,25.15,30,1
2014-07-03,7.21,0,38.92,30,2
2014-07-07,7.62,33.07,53.97,30,4
2014-07-07,7.67,34.46,55.23,30,0
2014-07-10,3.77,0,23.87,30,3
2014-07-13,20.99,2039.83,135.15,30,3
2014-07-20,2.94,130.32,18.18,30,7
2014-07-22,3.81,169.36,24.27,30,2
2014-07-29,2.14,0,11.53,30,7
2014-08-13,4.29,107.51,31.08,30,15
2014-08-14,7.81,33.03,52.98,30,1
2014-08-23,10,132.25,66.82,30,9
2014-08-23,9.87,123.43,66.23,30,0
2014-09-08,3.9,0,23.72,30,16
2014-09-10,3.84,0,25.05,30,2
2014-09-18,3.77,0,23.78,30,8
2014-09-22,3.87,0,25.2,30,4
2014-09-25,2.24,0,12.37,30,3
2014-10-11,13.32,137.2,100.72,30,16
2014-10-23,3.86,0,24.68,30,12
2014-10-25,6.51,33.69,42.28,30,2
2014-10-25,6.44,41.67,43.08,30,0
2014-11-06,5.44,150.88,35.17,30,12
2014-11-15,5.11,449.02,33.1,30,9
2015-02-21,3.79,0,25.3,31,98
2015-02-26,8.5,135.04,51.18,31,5
2015-03-04,2.42,0,16.85,31,6
2015-03-08,3.97,0,28.15,31,4
2015-03-12,4.43,42.49,31.32,31,4
2015-03-16,3.43,0,24.48,31,4
